,Text,Sentiment
3826,got call rdu baggag except help bc get fli back home,0
3827,exampl pay hotel amp food transport altern citi fli give clear record alt flight,0
3828,tough take zero meaning assist strand day anoth matter look sign care abt cust,0
3829,apolog someth word mean noth action work eom,0
3830,hour half came back damag not happi,0
3831,custom servic rather inconsist inform,0
3832,pull runway make new friend seat mate thank respons cb,1
3833,make us tru find space flight custom servic bad,0
3834,delay pay bs ticket board flight earli last board middl seat wast,0
3835,first good idea thatthi would happen not cancel flight earlier amateurish plan,0
3836,disappoint handl tonight cancel flight dalla flight not cancel flight conting,0
3837,ok southwest still best airlin around hate baggag room run check bag headphon,1
3838,pleas start fli huntsvil never fli american airlin,0
3839,not care mighti dollar,0
3840,beauti view fli san jose ca even,1
3841,thank swa shannon g c miracl worker awesom,1
3842,expect help gt lt flt canx last minut weather flew home weatherless,0
3843,ye pleas,1
3844,chang flight st loui thank repli though,1
3845,realli offer sweep link go work b,0
3846,companion pass year wife use time thank southwest make travel easi,1
3847,longer chang trip companion onlin year get messag done onlin,0
3848,wifi slow total preclud work web not book swa busi travel wish lit fire,0
3849,constantli provid wonder view servic southwestluv,1
3850,everyon deserv red carpet tx destroy luggag amp give voucher like want fli w,0
3851,staff overal aw multipl airport would switch airlin anoth flight avail,0
3852,lol alreadi card member well lol enjoy fli guy,1
3853,th anniversari april th still sweetheart companion lifetim son famili love,1
3854,ye pleas get companion pass,1
3855,flight paid wifi load websit function except live stream unaccept,0
3856,inspir start airlin combat weak ass airlin sick shit,0
3857,ye pleas,1
3858,miss mine terribl th anniversari would amaz would mean luv air dontmakemebeg,1
3859,heart cp statu sure would nice though,1
3860,redcarpet southwest companion pass would great,1
3861,want one,1
3862,everyon flight cancel flightl today deserv,0
3863,companion pass everyon deserv redcarpet treatment even mom,1
3864,sign,1
3865,would brighter star combin red carpet tonight,1
3866,auto check cp holder come,0
3867,got mine time wife th anniversari,1
3868,love companion pass qualifi th year hollymai,1
3869,continu amaz amaz custom servic thank swa,1
3870,ye pleas,1
3871,sign,1
3872,got mine go,1
3873,wifi worst invest ever made,0
3874,sit newark flight cancel flightl appar reason told sorri hr wait,0
3875,bother help lost luggag not singl help employe owner found bwi,0
3876,serious four delay take minut get vega amp connect flight ridicul,0
3877,get shit togeth owe bag,0
3878,request board pass text still receiv,0
3879,gave one tri figur could get hr flight right nope delay hr seem everi time,0
3880,gonna ignor fasten seatbelt sign want see ur man enough anyth,0
3881,huge fan give much busi pleas fix damn wifi,0
3882,understand air delay control terribl telephon support app onlin access not work,0
3883,thank connect thru nashvil board pass get dalla gate board min flt get end b group,1
3884,weather keep slow us not fault st time southwest flight mine late flight complain,1
3885,thank,1
3886,board thank guy move standbi hold board pass sinc pm yesterday,0
3887,beauti fleet perfect even fli,1
3888,leav bur ten minut late flight arriv sjc minut suppos impress gettingbett,1
3889,two delay flight row neither one explain,0
3890,sleep floor like homeless delay flight equip work job get,0
3891,guy stop servic denver horribl get stuck everi time almost hr,0
3892,thank minor delay not big deal appreci concern though board amaz servic,1
3893,unpleas experi phone one agent cancel flightl flight name amp agent id,0
3894,wifi anger slow,0
3895,thank,1
3896,gate long time gonna miss connect mdw ack,0
3897,tweet sever time last week flight info storm alway time tweet back thx,1
3898,sort arriv day late flight incur overnight cost connect citi not cool,0
3899,promis room wednesday wentook hotel charg us per room pink paper need white,0
3900,sent,0
3901,rule probabl appli time not sometim shouldhaveflownjetblu,0
3902,prop la employe work c gate not oppos fli la futur,1
3903,baggag deliveri bwi delay unnecessarili chaotic disappoint long trip frequent travel,0
3904,carrier fli way past sw cancel flightlat got passeng much late flightr,0
3905,extrem frustrat travel experi denver instead land sea saturday monday afternoon,0
3906,call someon monday custom relat disappoint treat custom servic,0
3907,complimentari hotel voucher bs night crappiest hotel ever wish worst enemi,0
3908,worst air line ever compass handicap,0
3909,bunch liar cancel flightl flight rebook us four day late flightr,0
3910,ohk thank b c inexpens airfar southwest travel around,1
3911,golf bag broken flight took process damag reimburs,0
3912,ridicul want charg chang flight even multipl seat avail flight need,0
3913,mad love nyc,1
3914,thank cancel flight flight bo strand den til wed night us never fli southwest,0
3915,tri find airfar famili price ridicul almost notmadeofmoney,0
3916,fav,1
3917,flight delay till tomorrow curs weather,0
3918,lucki forc good deed get smash huge ppl exit row thank god tini,0
3919,got back min ago went hr w appreci support voucher essenti,1
3920,btw complet unabl buy wifi flight use galaxi zoom scroll touch buy,0
3921,host parti termin atlanta peanutsonaplatt,1
3922,watch crew flight help elderli ladi plane firstclass,1
3923,not still know ski cannot get call back bag svc airport left sever msg,0
3924,wife flight dal got cancel flightl find option get back home phx gt dal,0
3925,thank respons flight time pass rebook,0
3926,lt lt rt sorri hear wifi connect dani pleas dm us conf help thank,0
3927,guy rule dm lt thank,1
3928,good back see sever week,1
3929,boooo like airlin,0
3930,stewardess realli funni could get gent next use headphon would perfect flight,1
3931,find way cancel flight flight,0
3932,thx note flight cancel flightl today book go anoth carrier,0
3933,could get phone call custom servic rep get issu resolv,0
3934,think great peopl work,1
3935,way go fli denver today must airlin not cancel flight delay flight flyswa denverairport,1
3936,first pilot first offic galley flight,0
3937,flight got cancel flightl hr takeoff custom servic hold minut,0
3938,wait half hour check baggag deliv updat ground crew,0
3939,promot e mail today vega jamaica defect link vega sweepstak time error,0
3940,like said could not reach anyon compani rent car chalk whole thing loss,0
3941,guy amaz send peopl meet imagin dragon destinationdragon,1
3942,frequent travel never treat coldli amp airlin offer noth flight cancel flightl nolov,0
3943,neveryamind paid flight new bag easi busi class custom right,0
3944,baggag motto cover small tear rip seam snow soak bust zipper sorri,0
3945,total ruin birthday weekend cancel flight flight reason offer point drink transport nolov cali,0
3946,happen custom servic cancel flightl flight day amp uninform unapologet staff nolov cali,0
3947,mayb comp quietli accept delay cancel flightat instead irat less issu justsay,0
3948,noth ruin wet frustrat travel hour chang clean cloth,0
3949,tri hr contact sw twitter fb phone email w repli hr late flightr u respond could point,0
3950,line mile long sky harbor morn staff courteou expediti thank onechildfourbag,1
3951,never aw custom servic conflict servic outrag,0
3952,realiz wrong departur date thank make chang easi,1
3953,last week flew dal lax got us almost hour earli thank,1
3954,hour frustrat hang,0
3955,thank terribl servic strand mdw day amp find confirm rebook flight mke,0
3956,fyi link baggag incid email redirect mobil link auto chang mobil desktop work fine,0
3957,say custom servic consist best,1
3958,tfw appreci tweet back unexpect,1
3959,yo mom say hire staff accommod audienc could learn lot fl,0
3960,although wait long due weather r schedul phone call super rep solv issu thank,1
3961,never abl talk someon buy anoth new ticket call shortli refund,0
3962,tfw ty spent total hr min hold cell batteri die final made arrang w kind rep,0
3963,better,1
3964,min hold final hung ridicul wait time assist cancel flight reserv,0
3965,make world better place visit elderli rel,1
3966,woman get plane hold seat bulkhead friend c board pass paid earlybird thx,0
3967,grouchi flight complimentarybeveragesneed,0
3968,plane switch meant back plane disappoint,0
3969,let oversold earlybirdmeansnoth,0
3970,clearli care troubl yday thought share bag took gt min came back absolut drench,0
3971,look like run day still get phone follow dm info,0
3972,customerservicefail almost miss flight long slow bwi ticket line rather make complaint flight,0
3973,start new job tomorrow amp cancel flight flight bwi lax realli get anoth flight today,0
3974,human contact mth cust relat refund dept ever problem u human talk,0
3975,cx ed almost entir east coast flight plane take travel fine need get nev asap,0
3976,hour hold custom servic never us sw,0
3977,final passbook option swa app thank,1
3978,dm thank,1
3979,great flight yesterday msi au thank great safeti servic beauti sky,1
3980,stuck nyc flight cancel flightl day row long wait time phone run swa help,0
3981,ever reinstat cancel flight flight,0
3982,great exampl custom servic morn msi head atl alison bobbi fantast gate b thank,1
3983,run money keep pay hotel room amp food nyc help peopl spent,0
3984,flight cancel flightl tri get refund hold get flight would depart,0
3985,offer atlanta unpreced perk,1
3986,want pick custom sign,0
3987,cancel flight sunday flight dalla next flight tuesday afternoon strand bs getmeouttaher southwestsuck,0
3988,use luv swa hour count hold flight cancel flight noluv,0
3989,luggag flight not bc ur flight n end ur goin,0
3990,hr hang oh understand thing get crazi n sometim hour long enough,0
3991,thx custom servic rep alex patient help reflight book problem cancel flight flight get us tmrw,1
3992,want explain hold hr tonight tri reach custom servic learn mon fr,0
3993,cancel flightl flight asshol phone support worstairlin,0
3994,flight cancel flightl bwi pbi get monday chanc seat open flight,0
3995,hold hr,0
3996,real issu tri get thru hold hour amp got disconnect pleas help,0
3997,hold hour wait speak someon cancel flightl flight philli orl,0
3998,happend flight get cancel flight hold hour help,0
3999,gotta new record hr air hr wait bag deliv destin,0
4000,thank help adam awesom gate agent b la get us home,1
4001,yall sleep airport pm tomorrow thank,0
4002,hold hour reschedul cancel flightl flight morn give need help,0
4003,fail southwest chang flight differ time citi blame correct furiou,0
4004,southwest airlin way go,1
4005,hold hour minut rebook cancel flightlat guy need help,0
4006,flight cancel flight two hour hold hang littl help thx,0
4007,hold hour call got disconnect thank lot,0
4008,everyth ok rd call day time hold hr hang tri,0
4009,hold music need fix certain track loud phone button mash tone estim wait time would help,0
4010,hold hour disconnect flight cancel flightl swell compani,0
4011,weather delay fault today get hotel two soak suitcas dri cloth stink frustrat,0
4012,thank get home denver tonight despit snow,1
4013,u text flight denver sd tmrw cancel flightl hold hour tri get help flight,0
4014,wow minut hold far phone die,0
4015,never let,1
4016,hold hour min what holdup,0
4017,wait minut hold yall cancel flightl return flight answer phone,0
4018,delaci p compassion profession despit flight challeng made passeng feel like prioriti,1
4019,pilot amp crew flt custom servic profession baggag claim outstand thank,1
4020,find parent luggag realli went fll cancel flight sw flight call iflyswa long long wait,0
4021,hold hour need rebook flight cancel flight help,0
4022,flight cancel flightl stuck day paid board refus honor reschedul flight,0
4023,flight today phl dal cancel flightl min hold rebook tomorrow flight cancel flightl hold,0
4024,hold hr rebook cancel flight flight anyon work,0
4025,thank help class act way see air,1
4026,flight bo cancel flightl flight till tuesday spent get flight anoth airlin hotel refund,0
4027,flight cancel flight hold minut human interact wanna get away,0
4028,hold airlin min count servic terribl,0
4029,hold minut tri rebook cancel flightl flight companion ticket help,0
4030,still baltimor lap around us laugh ridicul,0
4031,worst servic cancel flightl flight fll phl flight flew stuck fl day done,0
4032,flight cancel flight tomorrow hold time long cancel flight leg,0
4033,phone line suck dilemma,0
4034,week valentin day not feel luv go hr bag even come w,0
4035,sure hope abl get bag memphi tomorrow would nice clean cloth work,0
4036,rerout bf flight diabet littl insulin even though tri chang agent,0
4037,thing free flight gonna spend board rental bc swa get baggag greenvil w,0
4038,cancel flightl flight fort lauderdal philli usair flight got philli problem wtf wrong sw,0
4039,kudo ad passbook app love,1
4040,male flight attend flight orlando indi amaz need rais best experi,1
4041,flight boston tmrw cancel flightl,0
4042,baggag track system,0
4043,thx grand view today flt seatac phx grandcanyon arizona wow love photographi,1
4044,still left mayb time suppos fli back austin tuesday move,0
4045,come hr gate not leav without baggag swa nightmar,0
4046,final board look like make final destin baggag baggagefail bagsflyfreebutnotwithm,0
4047,crazi everi airlin flew northeast tonight except,0
4048,min get bag check n atx miss flight spend day n not get baggag end epitimeoffail,0
4049,want thank great effort jami mckinni buf true pro major delay own rais,1
4050,fli coupl week need ticket chang maiden name marri name pl help,0
4051,hour airport move bag one plane anoth furiou,0
4052,thank make good cancel flightl flight,1
4053,sent anoth drink coupon think coupon free drink anyon,1
4054,mani tree die stop tri sell us credit card optout,0
4055,bag fli free not go,0
4056,hr put tag bag sayin go greenvil instead raleigh kid,0
4057,disappoint faa regul furnish proof age toddler thx unnecessari headach flyunit,0
4058,love southwest accept flight attend mani talent alway flyswa,1
4059,fli spirit air,0
4060,hr baltimor still not go get baggag greenvil w unbeliev,0
4061,fli april first time southwest wait flew american airlin last time meh,1
4062,baggag claim alreadi chang x recent bag come stop claim team idea go,0
4063,flight multipl track site date info swa app websit,0
4064,fli mco gt cmh b c cldnt reach swa rerout swa cancel flightlat voucher wld help,0
4065,worst airlin congrat,0
4066,dm follow thank,1
4067,pilot time getmeoutofher,0
4068,thank send kid destinationdragon concert vega awesom,1
4069,rate southwest scale,0
4070,tri fli back orlando bwi websit crash one answer phone help,0
4071,ye minut tweet abl reschedul flight thank,1
4072,pleas help us check never expect make travel pain like rest sudden intlcheckin,0
4073,fli precipit plane work rd airlin better charm tomorrow,0
4074,went front restroom plane sink sign said water use hand sanit first time ever seen gross,0
4075,wifi plane gotta pay help broke homegirl,0
4076,yep two hour thirti minut,0
4077,hey add intl number error check go hr look way checkin cancun,0
4078,final hung hour not abl get flight need stuckintampa,0
4079,wife need help strand chicago get monday find bag volum high,0
4080,hold two hour final hung abl need without custom servic eventu,0
4081,airport wait hour bag one know shit mgmt know noth mad custom,0
4082,gonna cancel flight flight run flight exact time cmon fam,0
4083,thank ah still wish someon pick phone hr dead phone take tweet refund confirm,0
4084,cancel flight flight caval calv interf onboard equip,0
4085,gate attend mccarran c vega dalla went beyond long day frustrat welcom,1
4086,pleas refund ticket terribl experi southwestfail,0
4087,three cheer denver staff know get keep us smile,1
4088,conf q mfd final got amp told flight complet book would better info advis call,0
4089,lost bag flight vega el paso go dalla love gate attend said see coordin get love,0
4090,break heart bwi hr,0
4091,offici custom support game will hr hold loser oh yeah,0
4092,also gave hr minut hold mayb put peopl,0
4093,hr w bag return us flight cancel flightl mayb put coupl peopl,0
4094,switch airlin eat differ not insubstanti cancel flight plan sat amp sun,0
4095,great blackhistorymonth commerci thx atl singer musician life blacklivesmatt,1
4096,well not sure bad experi alreadi,0
4097,way get back plane airlin call get refund drive hr home,0
4098,ah dm repli hold hr spent k get unit flight tmrw get home lame,0
4099,replac beer bravo cheer,1
4100,reserv fehqn feb dca rsw want refund not credit cancel flightl flight pleas,0
4101,okay understand delay one way way c mon annoy flight,0
4102,hope apart team job open,1
4103,ye hung call differ number,0
4104,flight four hour plane ground bwi,0
4105,hi flight confirm fwwe f current stuck norfolk va tri get lga nyc ant updat thx,0
4106,worst custom servic ever cancel flightl connect flight ny hour ago amp tell stuck tampa,0
4107,ur flight still cancel flight nashvil tn today tomorrow dalla tx wait phone ur offic min,0
4108,cancel flightl flight ewr flt u also cancel flightl flight lga yet fli time wth,0
4109,liter worst,0
4110,reschedul flight onlin,0
4111,chang hold music go hour loos,0
4112,pleas pleas pleas answer phone,0
4113,anyon come work today u pilot flight attend answer phone one fli,0
4114,hold us hostag hour updat take us ny not go,0
4115,alway brag ur servic disappoint today appar sleep floor dalla airport tonight,0
4116,ball drop snowboard not make destin totalfail letdown,0
4117,fail divert stuck commun make decis let us go flight,0
4118,sent dm continu wait hold rep servic,0
4119,made head denver employe realli pleasant told someon applic ask thank,1
4120,call cancel flight flight alreadi rebook anoth card need cancel flight previou reserv,0
4121,pleas dm speak regard receipt email presidenti level complaint,0
4122,ind websit say contact airlin flight tomorrow atl hold hour give info,0
4123,not rerout snowi bwi tri figur get deal baggag troubl,0
4124,offici hold hour,0
4125,not let dm fsz yo,0
4126,flight phl fll cancel flight flight avail done sw pain deal,0
4127,rebook mdw drink coupon could help,0
4128,book mo earli paid earli check assign board hr earli delet error la buf,0
4129,flight phl fll cancel flight flight avail done sw,0
4130,could add list hold hour,0
4131,flight kc cancel flight next avail till tuesday suppos night,0
4132,absolut worst custom servic tri reach phone,0
4133,hold min anyon hv connect sw anoth airlin get chi n columbu ewr,0
4134,come hr still spoken rep,0
4135,son flight cancel flightl today hold hour avail help rebook,0
4136,flight atl lga cancel flightl suggest get home,0
4137,flight oma gt den actual cancel flightl hold hour websit say conflict messag,0
4138,hi got messag part flight cancel flightl rebook onlin nobodi answer phone call help,0
4139,sev ppl im offic receiv apolog k ff mile delay apolog select ppl got noth,0
4140,ye total hour hold cancel flightlat one would think would staff decid cx drive,0
4141,think hr wait time speak actual agent ridicul flight cancel flightl morn getyourlif,0
4142,wound vet stuck hv troubl agent help hold answer twitter pl respond,0
4143,manchest bwi delay one idiot plane wait hour window may miss,0
4144,hv wound vet stuck chi travel ny heal need fli ny late flightst catch intl flt help,0
4145,wanna say incred send peopl see idol sooooo kind amaz destinationdragon,1
4146,flight cancel flightl today hold hour,0
4147,realli get wors day goe late flight leav divert sit tarmac va,0
4148,bring back agent call back featur ever discontinu,0
4149,thank left ipad plane fill lost found form yall found ship back thank flysw,1
4150,particular reason minut count speak human,0
4151,stand la vega flight say time rep tell us flight denver cancel flightl help,0
4152,estim hold onlin end hour forti minut need rebook,0
4153,sit baltimor finish taxi approv takeoff oop not enough fuel fail minflight hour,0
4154,sent way thank help,1
4155,wait bag longer actual flight,0
4156,sure look like make birthday celebr,0
4157,heck bag chicago hour,0
4158,told call cust servic monday,0
4159,ticket line la vega unorgan mass crazi half ticket station unman,0
4160,fl cancel flightl dalla austin one answer need help,0
4161,hold min tri rebook flight cancel flightl help,0
4162,cancel flightl flight rebook st cancel flightl help need nyc schedul flight tomorrow,0
4163,wife tri get group client destin got disconnect hour hold help,0
4164,confus receiv trip around corner email alreadi cancel flightl flight,0
4165,fast alreadi winner congrat,1
4166,left comput plane two week late flightr found sent greatservic happi custom,1
4167,place hold total two hour today flight cancel flightl onlin option not avail,0
4168,hold last hour progress pleasehelp strand whenitsnowsitpour tgcyalat flightr,0
4169,awesom librari,1
4170,answer right away new re rebook peopl suppos leav today worst custom servic,0
4171,horribl flight,0
4172,lax almost mess reason express bag drop slower full servic line,0
4173,rebook line keep tell reserv number past date morn hold hr,0
4174,hold minut fli not answer phone,0
4175,thank much make cancel flightlat sent u info,1
4176,fli back omaha grandmoth funer cancel flight return flight dont bother notifi thank lot,0
4177,cancel flightl flight home better get privat jet someth need get home,0
4178,sinc becom ok passeng save row seat peopl late flightr board posit rude,0
4179,provid direct assist colleagu cannot book b c ticket book via corpor account help,0
4180,flight cancel flight help rebook,0
4181,go file formal complaint never happen pleas direct us right depart,0
4182,tri chang ticket travel monday cannot chang onlin anyway faster wait hold anhour,0
4183,prompt consum prompt custom servic instead custom hold hr,0
4184,let chang reserv onlin wast time,0
4185,hire custom servic agent hour half long hold,0
4186,dm sent thank help,1
4187,hold hour expect custom servic disappoint,0
4188,upset lie told ice runway everi carrier abl fli airport confirm ice,0
4189,luv swa employe use alway,1
4190,call,0
4191,husband respond insist remov seat btw sign english spanish,0
4192,agent werenot help told would pay chng even though tld go bwi whch part trvl advsri,0
4193,accord flight attend husband talk english fact understand talk,0
4194,bad enough seat assign seat exit seat male flight attend remov,0
4195,husband first time flyer worst experi board aircraft minut ago,0
4196,thx manag figur tri diff confirm book annoy not readili avail,0
4197,nd leg trip cancel flightl hold hr lose speak someon first flight leav,0
4198,hold almost hour luv imjustsay,0
4199,love guy even comcast better phone help system simpl callback system would fix problem,0
4200,realli gonna hear mouth bag situat,0
4201,guy need better commun custom rude unprofession,0
4202,wrote custom support monday cancel flight flight heard back idea thank,0
4203,receiv error onlin hold hour complet unaccept,0
4204,best case point http co ucvnilmb x happybirthday,1
4205,incred view smooth flight way even tho turbul pilot rock,1
4206,take money not provid servic make profit ventur compani isitthegarykellyway,0
4207,would appreci follow dm info figur suppos,0
4208,tri get anyon phone flt cancel flight pleas get denver,0
4209,tri rebook flight hold min disconnect almost min unbeliev,0
4210,guy disrespect point learn lesson airlin,0
4211,hold min cancel flight reserv assist,0
4212,pl help hold long time travel busi flight orf mci cancel flightl need get asap,0
4213,thank u thank u thank u come us sincer think would happen lt swa thankyou,1
4214,hold hr got cutoff cancel flightl flight get book cruis florida terribl custom servic,0
4215,hold hour count need simpl name chang,0
4216,lost kay chapman design art luggag import show help locat terribl custom servic,0
4217,hold hour speak custom servic rep heck southwest customerservic,0
4218,flight leav dc today flight cancel flightl hold hour,0
4219,better someon hold hr,0
4220,wait almost hour tri rebook flight pleas help us get someon,0
4221,flight bna rdu excel crew today,1
4222,call solv flight cancel flightlat issu minut may ask getmorehand,0
4223,never felt better taken care indian aunti gold standard thank aruna,1
4224,stuck fort lauderdal,0
4225,hour hold tri reschedul cancel flightl flight hold music stop one answer reach rep,0
4226,thought guy best airlin hold hour,0
4227,great fa right,1
4228,dm sent thank,1
4229,pay fare differ chang seem find receipt get copi reimburs,0
4230,speak custom servic hour still hold guy work nogood,0
4231,serious reason cancel flightl flight long phone wait time guy tremend understaf,0
4232,frustrat saw seat avail onlin pref alt flight unabl book onlin lost seat gt hr phone hold,0
4233,hold wait make special accommod mom travel hour minut hold unaccept,0
4234,great first night destinationdragon,1
4235,final thx,1
4236,ridicul hour hold rebook cancel flightl flight,0
4237,hi janet custom servic call back sit que min plz pick frustrat,0
4238,thank repli complic dm realli would like talk cust rep go,0
4239,dm follow,0
4240,ye figur hour long enough time hold give somebodi call,0
4241,hold forev first flight cancel flightl nd flight still time help,0
4242,hello southwestair happi fli morn dal mdw look forward comfort fight,1
4243,anyon answer phone rebook cancel flightl flight,0
4244,attend atl airport awesom help cancel flightlat morn,1
4245,custom svc wors winterweath flight cancel flight websit malfunct hold gt,0
4246,flt crew orangecounti denver best weather delay pilot invit kid see cockpit luv,1
4247,never choos getmeoffthisbird,0
4248,amaz experi staff dia last night blown away hospit wife crutch,1
4249,hold hour minut cust servic help,0
4250,long wait bag could next flight parti could wait albani,0
4251,pilot plane flight say still time ground minut ago,0
4252,great trip past week vega work pic southwest southwest,1
4253,get weather delay not hand noth els offer massiv inconveni,0
4254,answer option refund resch monday miss work pay hundr flight tmw,0
4255,hold hour twice terribl,0
4256,flight cancel flightl due weather next,0
4257,crazi hold time today hour help,0
4258,hold hr get airport flight ici countri backroad help pl bna,0
4259,stl bo flight today cancel flightl onlin resch form give error hold past min help terribleservic,0
4260,hold hr get airport flight ici countri backroad help pl human answer bna,0
4261,hold hour chanc someon help,0
4262,u cancel flight flight phx bc sdf weather flight ne sdf still go wtf,0
4263,cancel flightl flight without explan pick phone minut count customerservic,0
4264,glad u guy busi w class ur competitor,1
4265,thank great servic staff let chang flight time free pvd sky alway swa,1
4266,wife hold minut get weather bad insan customerservic customerloyalti,0
4267,hold hour answer,0
4268,need refund cancel flightl flight morn hold hour x,0
4269,thank cancel flightat today airlin cancel flight lost custom today,0
4270,cancel flightl flight due winter weather total understand would sure nice would answer phone,0
4271,hold hr wait talk someon puls get cancel flight flight reschedul sop,0
4272,hold rebook flight cmh hr rebook websit crash,0
4273,hold long rebook cancel flightl flight enough time rebook instead lot room,0
4274,great flight great view,1
4275,hold reschedul flight hour pleas help phone batteri soon,0
4276,minut still talk one person shock phone gonna die talk anyon,0
4277,fort launder dale gate agent switch flight earlier flight phone ridicul,0
4278,everi singl flight cancel flightl airlin,0
4279,cancel flightl flight refund told call custom servic n hold minut still waitin badservic,0
4280,go need answer phone hold hour okay,0
4281,almost hour hold swa inexcus hiremorepeopl,0
4282,favorit airlin wait book flight new orlean trip april,1
4283,suggest tell custom approxim wait time hold min allow cancel flight onlin,0
4284,thank not tell us flight cancel flightl not help us anyway ruin birthday worstcustomerservic,0
4285,tkt grp cxld flight get stuck back cs site phone agent took h rebook,0
4286,love board go chicago keepitmovin,1
4287,jump gun littl cancel flight flight airlin cancel flight louisvil ruin vacat,0
4288,apolog help would nice supvsr salli cle offer one not usual gr southwest custom servic love,0
4289,hold two hour time great system got,0
4290,rock horror,0
4291,plan implement call back system reflight book problem line hold hour,0
4292,noth love hold hour,0
4293,app error say click click not hyperlink,0
4294,need help one pick phone,0
4295,anyon answer phone morn iflyswa hold minut count,0
4296,hand ticket sleep,0
4297,great la flight clarenc frank guy hoot thank,1
4298,not receiv drink coupon point friend,0
4299,often airplan seat tray tabl clean sanit rather air purifi clean seat wifi,0
4300,lost luggag birthday wish find luggag,0
4301,got text flight cancel flightl help pleas,0
4302,sit outsid gate min lga move anoth gate e bake plane flight,0
4303,grand total land get bag one hour sad,0
4304,staff realli kind flight delay luggag not disappoint,0
4305,hey southwest wanna go see guy lot better jet blue,1
4306,land hour late flight ind den min late flightr bag not not cool,0
4307,hey sourhwest send atlanta see fli southwest forev u guy best airlin,1
4308,horribl experi ever airlin reconsid futur flight custom servic,0
4309,want find gate apolog exp good sure connect flight leav sac chill,0
4310,suck passeng leav plane make room luggag check luggag get back delay flight citi,0
4311,cool plane said left termin diff citi cold betch fli friendli sky,0
4312,flight san diego delay per usual take home,0
4313,great news,1
4314,make dream come true destinationdragon scaveng hunt win chanc see imagin dragon go,1
4315,everi citi nationwid sale fabul fare noth buffalo except citi,0
4316,voucher w swa expir extens would lot luv,0
4317,well plane arriv pretti much time degre ground texa not much complain,1
4318,not sure still dalla plane gate min updat flight poor servic,0
4319,love one flight atl ind cancel flightl due ice indi sit indi bone dri tomorrow snow,0
4320,well got comp multipl bag made day,1
4321,thank ride chicago kmdw b,1
4322,line airport right cover hotel fair sleep airport,0
4323,flt emer stop albuqu heart condit crew awesom pilot maverick divert,1
4324,thank much appreci kind adjust reserv even snowstorm still prefer southwest,1
4325,cancel flightl flight strand st loui not sure flight tomorrow sleep airpt,0
4326,stuck runway delay wednesday not good way take care loyal custom,0
4327,guy held flight thank take mdw oakland thank,1
4328,first time fli definit,1
4329,best sit gate wait not given inform delay make easi,0
4330,rock open letter flight attend lt child inspir thank,1
4331,luve sjc gate agent board flight dal get name repres brand well,1
4332,thank awesom flight connect delay staff crew pure amaz,1
4333,great flight got us back time thank,1
4334,thx smooth land today midway applaud u abt weather takemeback,1
4335,not frustrat idea great crew thank happycustom,1
4336,parent flight frm stl atl cancel flight nite next one,0
4337,well mom call earlier guy hold close hour,0
4338,hour wait reflight book problem line omaha,0
4339,say flight progress,0
4340,help reflight book problem flight cancel flight fwhei,0
4341,alist pref good direct atl alway wifiless flight,0
4342,reliabl system find info said refund credit card,0
4343,hour sorri get oh well screw weekend az right eat hotel problem,0
4344,earli bird great employe awesom passeng kill buzz,1
4345,absolut sick wifi,0
4346,airfar avail decemb year major trip come anxiou book,0
4347,ahah love sw,1
4348,lucki peopl like annamari norri bwi hope get recogn excel cust servic,1
4349,kid want fuck money scumbag,0
4350,wish would seen hour ago want see tonight bad cri,1
4351,drop next time visit,1
4352,feel like good day fli thank ontim departur sna bestinclass ft takemehom,1
4353,great trip yesterday outstand flight attend,1
4354,flight everyon nice help hope get fli thank,1
4355,hors radish,0
4356,thank concern conflict text receiv flight drive hour,0
4357,thank,1
4358,thank see u next wednesday fll save peanut,1
4359,happi final put southwestairlin board pass passbook make life much easier,1
4360,anyth go vega show pleas man,1
4361,go delay chicago offer flight never intend fli,0
4362,travel one got miscommun,0
4363,wtf flight delay go board board pass disappear southwest app,0
4364,baggag woman said blatimor would plane morn find wtf,0
4365,work flight fyi,0
4366,would die got ticket destinationdragon would invit funer,0
4367,easi pleasant difficult stress learn lesson,0
4368,got taken care thank lt,1
4369,not sure trust statement mani small number word,0
4370,late flightli alway late flight pleas get back old swa,0
4371,total suck flight weather exist staci tucson help overnight vega,0
4372,guy aliv hold minut count,0
4373,gari kelli asham run corpor way,0
4374,guy rip could cancel flight everi flight book employe would buyer bewar,0
4375,not travel credit use buy expir day find lower rate,0
4376,pleas acknowledg attend jeff wernick beat class servic sw,1
4377,want money paid earli bird refund noon seem abl three differ sw work,0
4378,fill form websit darn guess cross finger,0
4379,thank much access destinationdragon tonight cri die rn ripm,1
4380,excit last minut trip know yet,1
4381,heyo caus flight ewr hou delay,0
4382,wifi stink not mad hate got money refund,0
4383,cancel flight arriv amp departur nashvil pm weather headlin pm liveonfox februaryfreezefox,0
4384,thank much,1
4385,hold minut amp one know win ticket still hand destinationdragon,0
4386,minut phone given anoth number call still hold,0
4387,rule,1
4388,one call know anyth wonder get destinationdragon,0
4389,okaaaaay ugh im min away,0
4390,ye like need luggag tomorrow morn,0
4391,care sna agent jacqui plitt rude gal bad attitud fli cabo thx,0
4392,happili flight not delay cockpit visit blew four yr old mind thank cap n,1
4393,need make whole use tkt back n phx due rude sna agent jacqui plitt flew cabo,0
4394,flight hour long one best flight ever kudo flight crew airlin gener,1
4395,swa agent jacqui plitt sna rude tell not go cabo today manana back phx flew,0
